Cell,Drug,IC50,IC50_Predict_model=2,IC50_Predict_model=1,IC50_Predict_model=0
909725,Ruxolitinib,4.036435515,4.641599845,4.353299394,4.444603273
907176,VX-702,3.048195479,2.494259223,2.752154197,2.376356784
1298223,MPS-1-IN-1,5.619578299,4.696891776,4.461840519,4.095309358
949153,Erlotinib,2.311239527,1.933274716,2.250572517,2.004700359
1524419,PD173074,3.838205834,2.186221286,2.624739131,2.212844041
909716,Pazopanib,2.647829224,3.50999956,3.160669044,2.796662317
1331039,CI-1040,2.255658725,2.693431913,2.542112214,2.818555902
910952,JNK Inhibitor VIII,4.257332789,4.425577282,4.381310871,4.432913545
910916,PAC-1,3.059202576,2.352597569,2.605577055,2.581819314
907170,XMD8-85,1.84399429,2.51372147,2.43175827,2.810361375
909746,SB-505124,5.833132187,5.774969224,5.604860084,5.609247447
1240209,KU-55933,5.125709447,4.392488932,4.611464325,4.295200051
906835,UNC1215,2.391229506,2.696123874,2.700122636,2.761417255
909757,UNC0638,4.404227543,4.88076949,4.661265727,4.068813475
908458,GSK1904529A,3.167980252,2.774093962,2.816833479,2.308271959
753592,Dasatinib,-3.249227132,-3.114148611,-2.991721926,-3.311502097
949153,Axitinib,1.758504447,0.739383009,0.719434642,0.671665046
753575,OSI-930,5.7397868,5.209720296,5.344651679,4.95144802
907043,S-Trityl-L-cysteine,-0.674652844,-0.207878743,-0.271040589,0.329724342
753549,Parthenolide,3.057460993,3.118031713,3.429544094,3.321337529
753576,QL-XI-92,4.659389043,4.732008615,4.886541031,4.530008125
910916,PD173074,2.969557744,2.4695344,2.780536835,2.526935144
1240162,HG6-64-1,1.121473332,1.658263965,2.184157057,1.602206376
949165,Dasatinib,-0.572858693,-1.166547492,-1.527397386,-0.431387164
753585,SL0101,3.531278309,4.445721669,4.364635647,4.760650648
907066,Alectinib,4.808245226,4.803691564,4.884899915,4.534411946
946357,Camptothecin,-6.494548986,-5.800307066,-6.050238967,-5.069678045
753605,Nutlin-3a (-),3.824926573,3.939156459,3.938503304,3.572743941
907172,AS601245,1.652967982,1.570776952,1.685885489,1.741190685
909732,CGP-60474,-2.424870878,-2.870200422,-3.147072874,-2.903157723
724828,PFI-1,1.894335607,1.922159907,2.351785731,2.509597923
910936,AS601245,2.83467598,4.035317119,4.024861482,4.007541456
906875,Y-39983,3.855572532,3.715606526,3.551319037,3.386435381
688010,AS601245,2.431493471,2.36839586,2.661261272,3.221114979
905947,JQ1,-2.245926952,-1.864872121,-1.716888694,-1.229450925
1240174,PF-4708671,3.041978349,3.211211294,3.521803265,3.708846778
688121,MK-2206,-0.347843275,0.976644896,0.975093684,1.04377136
1240198,AR-42,0.065473697,-0.602010918,-0.464301969,-0.532409762
1299050,Vorinostat,0.252049022,0.16157872,0.113898413,0.697446977
749715,AS605240,4.805242285,4.206146719,4.498076,3.350453155
722066,Tamoxifen,4.428436523,4.282149236,4.068218783,4.143469889
909726,Talazoparib,2.462505432,2.585844851,2.744810073,2.644149056
907787,Palbociclib,3.263977316,3.663600757,3.151426866,2.302181087
907065,AICA Ribonucleotide,8.577173638,8.108068666,7.60288051,7.746899564
1240131,KIN001-244,3.212772577,3.879469059,4.087848555,3.799953655
688121,KU-55933,3.93543355,3.446501803,3.468665591,3.73814565
909250,AZD7762,-0.559500214,-1.006555989,-0.807193665,-0.845711871
908452,Tozasertib,2.784152891,1.981400858,1.980246599,1.902988006
687804,XMD14-99,4.663170659,4.48130424,4.45813849,4.01535082
907312,Alectinib,4.205364112,3.872186345,3.92645961,3.960939752
949157,Nutlin-3a (-),5.145111267,4.727506784,4.320642878,4.152190575
906836,Tamoxifen,2.521632038,2.845644512,3.089457476,3.074307427
907313,Avagacestat,4.247693904,4.657643284,4.520842832,4.613436563
905972,Ispinesib Mesylate,-3.057782623,-3.334654828,-2.849775761,-2.891644978
907043,CUDC-101,3.449798528,2.695696216,2.886375928,1.100891707
946368,Avagacestat,5.428919221,5.300006001,5.224279337,5.187137939
905964,CHIR-99021,2.584320413,2.736208277,2.803351321,2.838855287
753594,Axitinib,2.191517392,1.932613824,2.101043037,1.910427437
1240191,WZ3105,-1.359827419,-1.342885185,-1.429583082,-0.809862536
1240201,TW 37,-1.191006902,-1.712754339,-1.330123733,-1.114451206
909773,MPS-1-IN-1,1.957614745,2.577080932,2.668626275,2.327324234
1331032,XMD11-85h,3.055825036,3.591263425,3.356322214,3.670772933
907062,GSK1904529A,3.001022909,2.072539299,2.028315138,2.215061427
1480361,XMD14-99,5.4995528,5.143389336,4.875422905,4.793888592
909729,TPCA-1,3.84714956,3.623425468,3.598810446,3.561966026
1298226,I-BET-762,4.611854155,4.981067698,5.061351707,4.351020353
908474,Tamoxifen,3.804473418,3.702731342,4.046356394,3.853860917
908443,GW441756,2.529933418,3.016917737,3.209565019,2.349388906
907274,KIN001-266,2.957924267,2.805292608,3.027040286,2.870561425
909262,TPCA-1,2.63128419,2.343629033,2.235420749,1.945471321
717431,Embelin,1.399439369,1.841574989,1.826812682,2.187827767
907323,KIN001-270,4.567169911,4.283405435,4.255432524,4.36667691
1287706,Obatoclax Mesylate,-2.79837709,-3.122497031,-3.145061825,-2.140948333
688007,Imatinib,3.38737053,3.384365133,3.539467678,3.305585664
1240207,BX-912,3.851470355,4.027621731,4.060751102,3.792695751
687562,SB216763,2.761835333,3.504818782,3.400397518,3.702419872
684062,Parthenolide,4.835921405,4.301024159,4.448752367,4.409553003
910691,BMS-509744,4.369457301,3.38704383,3.762174086,3.50268
910569,Parthenolide,1.749865314,2.628052805,2.762264956,2.967107984
909771,CAY10603,-0.850503557,-0.556129306,-0.678934582,-0.205324094
753612,MPS-1-IN-1,1.59803321,2.18602367,2.400708236,2.119562274
908131,ZM447439,2.919649981,2.10507496,2.048185637,1.57862439
688027,AZD7762,1.853021534,0.808411457,0.682609504,0.571050332
910781,Dacinostat,-3.415350529,-3.00261738,-2.955138068,-2.597289887
924100,Cabozantinib,1.900705034,2.873658936,2.79384287,2.543579417
724870,KIN001-244,5.376655777,4.622632561,4.618399705,4.262994775
906844,SGC0946,1.157913921,1.234952421,1.137798887,1.334962617
753594,SGC0946,1.595148177,1.476620709,1.577991623,1.532590727
1323913,Bexarotene,2.857938021,-0.026208958,0.463061895,1.072377897
907317,HG-5-113-01,2.073116797,1.556578509,1.913107853,1.538856985
909755,KIN001-260,6.332596702,5.767149052,5.528276385,5.191739991
724874,WZ3105,3.938992864,3.291498742,3.010846516,3.127688284
1298526,I-BET-762,5.883768271,4.212657389,4.025529867,3.966750595
688086,Y-39983,3.907280831,4.338874718,4.263733904,3.942011034
753556,Nilotinib,3.476266162,2.909154551,2.90552302,2.641573037
910920,SL0101,4.874575204,4.123553946,4.432604285,4.535178095
908144,WZ3105,-0.349101562,0.628126218,0.559075785,0.493108002
906836,A-770041,1.912377813,2.136408217,2.131294007,2.553370845
1240218,PD173074,0.988437547,3.513186239,3.751492216,3.429976174
924108,HG-5-88-01,4.199398762,3.322635979,3.347641813,3.634722911
905977,Cabozantinib,2.630862918,3.07989916,3.008152835,3.068166691
1290724,NPK76-II-72-1,4.892443006,5.102905278,5.064646467,4.329717531
907300,Idelalisib,4.752497388,4.251984976,4.442840566,4.017645583
908443,Dabrafenib,4.951409946,3.705623254,3.893441759,3.859917645
1298365,NSC-87877,5.8832991,5.285243571,5.103427753,4.844684095
1240202,ZSTK474,-0.078192128,0.373113084,0.521964723,-0.0482148
907287,Pelitinib,3.770422899,3.733965361,3.733809134,2.914677505
909699,SN-38,-4.964216193,-2.541147369,-2.265637663,-2.312151551
924105,LFM-A13,5.06109526,4.621250349,4.469531977,4.457853302
749717,SB590885,4.477382609,4.295143063,4.220370954,4.379947081
911905,Veliparib,5.1945081,4.713098811,4.846099469,4.832454943
687800,Daporinad,-0.336596066,0.755969065,0.540076199,0.674364867
1330931,Motesanib,2.671123198,2.947304052,2.669515981,2.667660667
946360,AS601245,2.707496237,2.173989801,2.127925555,2.05261525
684052,XMD14-99,4.451459066,4.450205814,4.390708293,3.834709895
908446,A-443654,-0.839998793,-0.720053372,-0.362648324,-0.249646511
908463,GSK1070916,4.630633279,4.069309667,4.04298303,3.708393574
908447,Axitinib,0.80417246,1.701347009,1.845406102,1.67348832
722066,CUDC-101,-0.543636828,-0.285713238,-0.302798433,-0.140984163
753538,IPA-3,2.774625771,3.397699416,3.144476993,3.273916373
724873,Masitinib,4.861120312,4.871015154,4.611107411,4.538181036
908454,Amuvatinib,3.624497193,3.332442145,2.721140517,2.899570443
906826,Serdemetan,2.535294495,2.808662534,2.838951332,2.847199654
909257,KIN001-270,3.805696701,4.199845826,4.250584095,4.221515633
907059,HG6-64-1,3.046101404,2.267719123,2.418063634,2.128096766
907271,Parthenolide,3.624834947,3.081700924,2.716643598,2.903048695
753569,CCT-018159,3.905605571,2.882504161,3.179504911,2.666185357
949179,Cetuximab,6.182002621,5.778791617,5.460790674,5.381441322
908131,AZD8055,-1.201315155,-0.331306469,-0.346107834,-0.021590694
907313,NVP-BHG712,2.696737236,3.138908105,3.213648527,2.739787241
908148,Navitoclax,0.461024808,-2.702751433,-3.159532558,-2.982144266
908131,Dactolisib,-4.225518044,-2.806740248,-2.743648901,-2.692493904
687568,Gefitinib,1.966985884,1.351286699,1.649574475,1.393863234
1330982,Daporinad,-6.591404559,-4.513185851,-5.019394024,-5.082047949
949166,Parthenolide,4.466777132,3.774570518,3.922562051,4.052302093
906865,CCT007093,3.420311987,3.591904298,3.842604742,3.612252565
1331025,Nilotinib,3.94658189,3.387542232,3.561125694,3.4933968
753556,AZD7762,-1.687304512,-1.138712385,-0.585131323,-0.696374235
724868,Refametinib,0.36306263,0.15294978,0.230562216,-0.062910293
907788,Rucaparib,3.360421443,3.250385602,3.436850881,3.738868321
1240123,Olaparib,4.116720261,3.54255217,3.608602611,3.754395426
753584,Vismodegib,4.899394598,4.523125312,4.633942777,4.492127353
910948,OSI-027,2.178871882,0.868424821,1.015771059,1.688639229
1240207,Enzastaurin,3.90660041,5.000855908,4.927457905,4.420244944
753582,PFI-1,3.370098403,3.546096254,3.387849281,3.221845019
687505,Tanespimycin,1.744005588,-0.436305722,-0.955777311,-1.017818182
910688,RO-3306,3.607646337,3.648554368,3.503252586,3.473025688
908476,Lenalidomide,3.274297851,4.508502651,4.491644672,4.639683859
1330935,Embelin,3.768089326,4.466812504,4.125830777,3.932607225
910904,KIN001-260,5.29709321,5.506514708,5.588905075,5.470905363
1240212,SB590885,4.043952077,3.869059848,3.865019082,3.66551355
909250,XMD14-99,5.29861863,4.937798582,4.954581395,4.872657498
907053,Seliciclib,3.063488981,3.010468477,3.052813252,3.398863992
1331032,Imatinib,3.414659827,3.000558897,3.021553687,2.857659712
1240223,NSC-207895,1.700548313,3.847693406,3.604394073,4.076793559
724863,LFM-A13,5.73342597,5.179373527,5.262546254,4.99083972
1240124,RO-3306,5.287004804,5.00726783,5.068379447,4.62967111
908459,SB52334,3.264445259,5.09071027,5.311399488,5.010650529
909749,ZM447439,1.382518507,1.868423364,1.952062069,2.061093491
910568,Belinostat,0.546970926,0.48502217,0.41403266,1.139130621
1240191,AZD7762,-1.480651246,-0.587860867,-0.523702954,-0.937537243
1240161,Dacinostat,-4.679592102,-3.807128989,-3.813156363,-3.223192069
908139,PAC-1,0.775575134,1.783827279,1.841188598,2.058268639
946372,Pelitinib,1.293002636,1.216314048,0.716138285,1.292702833
946370,GW441756,2.297553734,3.465399816,3.649752351,2.509034672
907790,AZD8055,-1.436256242,-0.64764554,-0.709256788,-0.325809431
1298349,Cetuximab,6.347981091,6.668076109,6.287788165,5.797882212
909711,Sorafenib,2.834334542,3.354393946,3.469898209,3.685794759
1331032,FTI-277,2.081031295,1.894210454,1.855800697,1.767962051
907282,Etoposide,2.392815108,2.73545269,2.512729333,3.033365007
1298215,CCT007093,4.303445426,3.888029588,3.891819557,3.536445086
683665,AZD8055,-1.932574118,-1.594524341,-1.638879428,-0.995401508
907300,Cetuximab,6.285102345,5.876350947,6.081177517,5.741767389
909735,WHI-P97,2.348179992,1.784247445,2.434972952,2.808643619
907066,KIN001-260,6.174950317,6.225986301,6.294016349,5.920762531
907282,YM201636,2.003286459,2.576118763,2.972655256,2.314198989
1503366,VX-11e,2.045079528,1.675965715,2.21808451,1.241502761
1240128,A-770041,3.880741962,2.687628931,2.929116674,2.898177668
905970,ZG-10,1.625133365,4.155711323,3.992663084,3.634082284
949156,NSC-207895,3.837298196,4.004101032,4.197469266,3.721450039
1524418,Dactolisib,-4.29073282,-2.868416221,-2.983794164,-2.82205856
924108,AZD7762,1.320094807,0.303891318,0.144285836,0.242275403
908135,BAY-61-3606,3.382682504,2.540531771,2.559912465,1.753176777
687983,Etoposide,5.718881668,4.266984694,3.404039858,3.352253445
908148,Lestauritinib,-4.431650555,-3.91812577,-4.039617061,-3.28934052
905985,Midostaurin,-1.283881276,-0.84965647,-0.922346909,-0.958771654
908152,Sunitinib,2.582314769,3.965885945,4.182530958,4.010789299
907072,NSC-207895,5.8178829,4.723072012,4.355559521,5.036240739
687455,PFI-1,3.297698678,3.295906494,3.042948378,3.375862575
749710,GSK1904529A,2.571313813,2.527428143,2.418042018,2.398723716
910943,PFI-1,2.768559708,3.714458899,3.50294701,3.247554364
1330985,Bexarotene,3.629807914,3.068638072,3.000244478,3.295327767
1240191,Temsirolimus,-2.087573739,-2.910575416,-2.532348385,-2.387611081
905977,NVP-BHG712,1.909489095,1.377829989,1.805340123,1.189717945
910861,Vismodegib,4.499491373,4.008512959,4.058425635,4.046713308
906872,BX-912,0.618940168,0.079684422,0.046164238,0.588507671
1240127,XAV939,4.853067027,4.268691642,4.218360151,4.256873444
1298357,Veliparib,3.693736768,3.969620399,4.012481016,3.802729624
905934,GSK429286A,4.813934232,5.062506949,4.959733679,4.857301603
1331032,PI-103,-1.403963273,-1.646214708,-1.720016911,-1.898849562
907056,TGX221,2.613147413,2.777837505,2.636942737,3.600249647
1240168,Luminespib,-3.679082384,-3.585866325,-3.533073099,-3.319527747
910934,AR-42,2.148696323,0.625351476,1.191850954,0.905281523
909718,Linifanib,2.466365653,1.977470261,2.076363903,2.339728527
1240193,PFI-1,1.59451934,2.262207714,2.008393791,2.264153177
907172,HG6-64-1,0.501379045,-0.736342082,-0.357049959,-0.401265154
749715,Bosutinib,2.590433147,2.442068734,2.632071218,1.970496929
909701,Bosutinib,0.876063098,1.530334776,1.406403366,1.995279601
753552,CI-1040,3.207211303,3.153261546,3.281640746,2.42547015
687457,Midostaurin,-0.856879739,0.575628925,0.031750493,0.08805323
910947,BMS-754807,-0.104447897,-0.53672589,-0.356905523,-0.330129489
909756,NSC-207895,4.608555219,3.532485381,3.462663886,3.663744211
909701,Erlotinib,2.249773207,2.659157126,2.879131288,2.814389368
909754,Dasatinib,-1.093283608,0.565352974,1.508023113,0.927750026
909754,MK-2206,4.312527938,3.805882896,3.261422176,2.411217913
949088,GSK319347A,3.947991859,4.361008292,4.242256432,4.208051652
753615,Gefitinib,2.127017427,1.118918806,1.047953246,1.60233374
1290724,T0901317,4.507342005,4.88856387,4.903529935,4.751455141
1240206,Etoposide,-0.197084002,0.787908682,1.165401129,0.902862344
909771,FMK,4.648526873,4.214582955,4.412061225,3.733489066
908123,SB590885,3.346959182,3.794775824,3.718122855,3.585911681
724859,SB216763,3.256562694,4.65361701,4.488315768,4.327338514
924248,SB52334,2.186420377,3.980231034,3.861875882,3.628874976
907282,PHA-665752,3.604758847,2.987851976,2.953953999,3.121689527
909700,WHI-P97,4.089174271,4.14742247,4.201514208,4.071911724
909905,Tivozanib,-0.400437104,-0.250694163,-0.235672829,-0.212950335
907000,CP466722,2.401012091,2.423042988,2.850347767,2.709424505
906791,BMS-345541,3.27485668,2.994565789,2.687876781,2.782730394
910780,Avagacestat,4.508118225,4.130815535,3.964394914,4.335402606
1327771,Camptothecin,-5.337561204,-5.225712668,-5.176071731,-4.877209773
908481,Avagacestat,4.987796495,4.900895454,4.811725934,4.812470958
1240173,BAY-61-3606,3.177426311,2.924580944,3.076725009,3.435104385
924240,Tubastatin A,6.438162644,6.176881778,6.225816073,5.843073946
1240226,(5Z)-7-Oxozeaenol,-0.397256075,-0.314413978,-1.097033783,-1.210329626
1240173,Elesclomol,-3.865962915,-3.613288514,-3.837606807,-3.469783705
1297439,HG-5-88-01,3.744116159,3.814106408,3.81722308,3.929013767
908444,(5Z)-7-Oxozeaenol,1.381484979,2.786360451,1.824581172,1.695887676
1299070,Olaparib,3.051633201,2.636397909,2.953102122,2.445911515
687780,HG-5-88-01,2.702035675,3.028778676,2.922165082,3.375578124
905961,AKT inhibitor VIII,0.618586448,1.154420684,1.171757906,1.289297167
753535,PLX-4720,3.86786555,3.217430144,3.410735494,3.679826215
1240140,Luminespib,-4.302951225,-4.48862487,-4.354463075,-3.963127564
688025,Bexarotene,4.654993327,4.019574834,4.17587487,4.189716153
909740,Fedratinib,2.650281933,2.885290448,2.865953477,2.560644716
906830,BMS-345541,3.040524164,4.706580035,4.998960309,4.426803268
1240205,Dacinostat,-1.26118789,-2.204596912,-2.382879577,-2.229856738
1298351,CUDC-101,-0.607383909,-1.429310054,-1.063431556,-0.685346013
905961,GSK429286A,5.493393394,4.930917734,4.864653342,4.657874676
907272,Olaparib,2.987795233,2.821483922,2.77454078,2.674130806
1298216,Daporinad,-4.521484836,-1.846878306,-2.188516198,-1.894621496
1247873,IOX2,0.63580392,0.046686344,0.37689986,0.339979783
909252,JNK Inhibitor VIII,4.208034212,4.208960763,4.231604039,4.145458093
908440,Y-39983,2.992592569,3.974982213,3.970019071,3.61012975
1240159,Bosutinib,2.034458085,2.005992176,2.271378165,2.233121074
1298146,Lenalidomide,4.891954184,4.122748249,4.264923044,4.26515026
687787,CI-1040,4.719765952,3.417740881,3.358253922,3.041816718
910903,PFI-1,2.41092118,2.509569429,2.403667943,2.302621027
905963,Linsitinib,1.742401564,1.354191383,1.545126683,1.916964636
1327774,Nutlin-3a (-),3.342524164,2.330698826,2.228179302,2.326553663
905958,NVP-TAE684,-0.107426274,0.386314354,0.287518845,0.739613418
949173,Amuvatinib,3.873684745,3.339560772,3.419891944,3.573091521
753562,Enzastaurin,4.839986735,4.451927746,4.320669653,3.916324041
907051,PD173074,2.569798218,2.364777348,2.43840527,2.479248697
687777,SL0101,4.060414822,4.917045009,4.906657415,4.778178731
909747,Zibotentan,6.213305664,5.945213957,5.878717681,5.965205557
905970,SNX-2112,2.2652841,3.741688506,4.029373631,3.546858473
909703,FH535,2.653419975,2.106424748,2.014672331,1.787328253
908147,EHT-1864,1.31434869,2.554429305,2.67592299,2.555079266
1524417,Vismodegib,5.306394342,4.54522769,4.828743579,4.6936965
687812,(5Z)-7-Oxozeaenol,1.316318717,1.206728466,0.980874068,1.130049336
688026,Lestauritinib,-0.4840693,-0.318739195,-0.030415899,-0.711123524
909785,Tozasertib,2.840194267,2.740297434,2.892198071,2.619785078
909248,Cabozantinib,3.508308579,2.85808172,2.685746106,2.15484099
924107,Ispinesib Mesylate,-1.297033418,-0.813969993,-0.642743563,-0.593126882
905990,PHA-665752,4.14918395,3.359390741,3.731819456,3.2328558
907051,Selumetinib,3.459993787,2.989770419,3.124227964,2.892053635
1330935,Bexarotene,3.500484968,3.330531808,3.24954699,3.636126494
1509074,Zibotentan,5.285653788,5.444841806,5.479319982,5.67187908
909732,A-443654,-2.486420715,-1.716509182,-1.393986878,-1.624840528
753621,Luminespib,-4.432427082,-3.602516494,-3.360878665,-2.963556495
908138,Enzastaurin,2.365796014,2.823629336,2.364711517,2.269390207
687799,Tanespimycin,-1.736169537,-2.286136139,-2.24001859,-1.251762465
909706,Amuvatinib,2.702518356,4.38950073,4.380635117,3.311677027
924105,Cetuximab,4.240940051,3.6832153,4.244449991,4.374488239
906848,Refametinib,0.675561867,1.5933302,1.578026627,2.334459564
687787,SB52334,3.423157718,2.75645092,3.228739868,3.579382343
1298539,FH535,1.791697685,1.836743264,1.881383661,2.151517244
905938,Tamoxifen,3.150159121,3.042444572,3.232483411,3.19609981
1290810,UNC0638,3.031989427,4.246187889,4.312853902,4.184390201
908130,DMOG,5.770599792,5.36833843,5.701400993,5.735543626
684052,Trametinib,-0.078737447,-0.150322018,-0.071414571,1.257369708
753540,ZSTK474,-0.390596794,-0.649144431,-0.676653453,-0.878048319
753561,Selumetinib,3.852456597,3.22033532,3.286252132,3.031417579
908159,NVP-TAE684,0.119311689,1.34448642,1.505772075,1.469172311
907796,Tivozanib,0.480181602,0.393037256,0.267270675,0.288944535
907171,Elesclomol,-3.269193308,-2.916896083,-2.990929064,-2.81636329
1290769,QL-XII-47,4.364640314,4.791030333,5.022272952,4.494503667
908156,NSC-87877,4.114200002,4.028090165,4.080334941,4.085308154
907059,SN-38,-6.255897977,-5.752845317,-6.003074626,-5.063710423
906763,Sorafenib,0.217038054,0.796086997,0.692946129,1.313313443
906804,BMS-754807,-0.119995636,-0.872625463,-0.34406043,-0.167482379
906804,(5Z)-7-Oxozeaenol,0.483698543,-0.045232124,-0.480285472,0.384628286
753533,NVP-TAE684,0.684609991,0.362958602,0.65988308,0.735043545
909253,AS605240,4.197120458,3.452041215,3.523705741,3.232160641
1290906,XMD8-92,5.087666062,4.6686521,4.58241969,4.2900797
909726,DMOG,6.293696035,6.201375209,6.449193322,5.962571321
907298,I-BET-762,3.742067527,4.101956357,4.154427612,3.649733191
724812,PIK-93,3.14257378,2.751401804,2.595520583,3.031478988
687815,NVP-BHG712,4.948617028,4.203402437,4.267365435,3.927077393
907057,QS11,1.868268365,1.411128729,1.540247181,2.073782971
910850,JQ1,-0.110676696,0.619663576,0.436114404,0.012107087
906804,WZ3105,-2.288450184,-1.639334229,-1.762126855,-2.110203259
908470,Nilotinib,2.800383507,2.920086482,2.889903308,3.008662291
724834,Bicalutamide,1.927679913,2.390930072,2.568231531,2.537349268
908462,XAV939,2.727295992,4.027237797,3.99839827,3.764302059
1480372,NU7441,2.557350447,2.524635224,2.381046284,2.452050778
906813,SGC0946,1.614951617,1.50604891,1.696068835,1.568691597
930298,GSK429286A,6.489895507,6.362762926,6.500370549,6.233499916
1330984,AZ628,-0.553789714,-0.090008729,-0.12833509,0.717481441
1298160,Selumetinib,4.198201271,0.838189572,1.95087514,1.321172058
910779,PHA-665752,3.645318807,3.285081907,3.135038549,3.323975941
910700,XMD14-99,5.239510447,4.735545329,4.412583946,4.539764672
753594,TGX221,4.560325172,4.261994286,4.20563407,3.994676589
1330972,Dactolisib,-3.807256967,-2.033086646,-2.228108769,-1.828808834
1330947,WHI-P97,0.771285043,2.338309714,2.29063211,2.341810811
907269,AKT inhibitor VIII,3.764808813,3.49489348,3.313460614,3.483254108
906801,KIN001-270,5.689719371,5.560013227,5.682571022,5.565132841
906869,FR-180204,5.168223468,4.907767213,5.062536671,4.613402911
907268,BMS-536924,1.350406696,2.427895592,2.285394098,2.492264386
949090,IPA-3,6.729268542,5.524497961,5.644064115,5.025942066
