Cell,Drug,IC50,IC50_Predict_model=2,IC50_Predict_model=1,IC50_Predict_model=0
910937,BMS-536924,2.349644003,3.29534619,3.272587464,2.437521754
1330982,BMS-536924,1.449856225,1.893413232,1.856702955,1.074132106
1240189,BMS-536924,1.643809312,2.016195811,2.14993066,1.967923465
906847,BMS-536924,3.51011772,1.77602973,1.761079926,1.38264506
949162,BMS-536924,6.087607118,2.183043869,2.162394005,1.541593972
906875,BMS-536924,1.47661924,2.379108779,2.388457271,1.724378395
910706,BMS-536924,1.303983942,1.943297659,1.924570562,1.394909903
949161,BMS-536924,0.690989855,2.357662062,2.297899349,1.729802847
753546,BMS-536924,2.740150288,2.714372516,2.686349396,2.100883691
908156,BMS-536924,-1.483208955,1.662049979,1.572736465,0.797331381
906838,BMS-536924,2.727488817,2.01498729,2.025349436,1.299987266
1240181,BMS-536924,-0.901116315,2.893545451,2.879840744,2.299567436
910861,BMS-536924,3.709395036,1.954822023,1.916053707,1.23961576
909250,BMS-536924,0.276517143,3.050825048,3.068030754,2.285082136
908449,BMS-536924,0.525163676,2.868624264,2.84202482,2.387830915
908483,BMS-536924,2.006504328,2.444800243,2.462250704,1.863732759
908473,BMS-536924,4.151215388,2.834998161,2.871757737,2.098397846
909730,BMS-536924,3.454805876,2.242981477,2.219522679,1.45131345
906844,BMS-536924,1.330490869,2.212732423,2.275269239,2.45358875
688007,BMS-536924,0.684817557,3.039080149,3.014886988,2.26963759
749713,BMS-536924,3.667137717,3.214489841,3.227371166,2.15622615
1330950,BMS-536924,-0.944856689,1.893436592,2.009712825,1.476366816
910932,BMS-536924,3.254591433,2.883664021,2.826971357,1.928224421
949174,BMS-536924,2.234473559,2.447965649,2.545436647,1.875198881
909974,BMS-536924,1.478995182,2.956537879,2.953917203,2.427422098
909708,BMS-754807,2.055174084,1.737162249,2.335645805,1.2097487
1298362,BMS-754807,0.425273237,1.734112245,2.387843909,1.62155951
1298222,BMS-754807,-2.37300599,1.98727176,2.598585571,1.455106195
909758,BMS-754807,-0.28378423,2.181285337,2.734272786,1.781937159
1290768,BMS-754807,1.270870534,1.756869448,2.277911778,1.605054785
909779,BMS-754807,0.793478552,2.353090813,2.790544916,2.261935103
906803,BMS-754807,0.848655903,1.721759364,2.261044808,1.319856635
753562,BMS-754807,-0.033332245,1.936910595,2.544963005,1.230793895
909716,BMS-754807,-2.221775705,1.110978,1.676457067,1.179781467
753556,BMS-754807,0.758011311,1.850620828,2.428087633,1.48539099
907055,BMS-754807,-0.485784468,1.152915824,1.673142214,1.334726631
688011,BMS-754807,0.667314525,2.505731364,3.001057987,1.931415227
911905,BMS-754807,0.799754023,1.82747947,2.379699395,1.685823908
907172,BMS-754807,1.020280387,1.317888254,1.834817305,1.581129076
907072,BMS-754807,3.574192723,1.531452287,2.049904277,1.796266944
909252,BMS-754807,-0.000777684,0.263531578,0.801637585,0.560567331
753573,BMS-754807,0.775132375,2.326162065,2.879344061,1.651105987
688121,BMS-754807,-0.345093966,1.589113753,2.078209342,1.340527575
910688,BMS-754807,0.254704384,1.708094401,2.298104261,0.86797874
688026,BMS-754807,1.841208746,1.80498655,2.300315162,1.576349918
910691,BMS-754807,1.787077217,1.489449491,2.010318866,1.738666029
924102,BMS-754807,0.154579349,2.168100795,2.690835457,1.541408392
753623,BMS-754807,-2.969951829,2.181036209,2.743193472,1.660222496
909735,BMS-754807,0.061211856,1.540677222,2.107353609,1.390906646
907060,BMS-754807,-0.039968811,1.484615138,2.009647681,1.30112207
753564,BMS-754807,0.897165347,2.259825111,2.732824153,1.838383177
907269,BMS-754807,4.036426913,1.287610435,1.871166025,0.869682666
1298355,BMS-754807,-0.90435813,1.871616503,2.313334585,1.616638053
905954,BMS-754807,3.27619051,1.841710091,2.399320079,1.36208031
908463,BMS-754807,1.837590464,2.648953073,3.258399633,2.062321491
907320,BMS-754807,0.482982495,2.05644236,2.594041785,1.524418136
910569,BMS-754807,-1.721603732,0.888309248,1.431645456,1.129991365
908443,BMS-754807,1.764177486,1.548495085,2.151834021,1.502185692
949163,BMS-754807,-3.748644051,1.096251163,1.605194726,0.957446761
907322,BMS-754807,2.863058365,0.911908429,1.513571564,1.041175149
907071,BMS-754807,0.230736122,2.517303972,2.950779406,1.805367413
905986,BMS-754807,1.053485285,2.15278828,2.701690454,1.696464731
906999,BMS-754807,0.533281443,1.148535093,1.685634569,1.069024602
1240159,BMS-754807,0.685029425,1.436326653,1.936981732,1.430321608
1240198,BMS-754807,1.603079865,1.848484503,2.361605948,1.648145837
910944,BMS-754807,-0.355934016,0.062305565,0.565561694,0.184967584
1240199,BMS-754807,0.727647839,2.747479141,3.271328366,1.979400715
905975,BMS-754807,1.359781525,1.497836083,1.992467718,1.379542808
910937,BMS-754807,1.365376575,2.311263158,2.808263616,1.826757634
1290810,BMS-754807,1.10110246,1.927776989,2.431205385,1.761091742
907317,BMS-754807,0.204190498,1.532504901,2.089733755,1.223600201
1330982,BMS-754807,1.016504286,0.773583539,1.376715843,0.450166569
910910,BMS-754807,3.694149442,2.507593359,3.006852028,1.946955572
1240131,BMS-754807,3.131063124,2.167536414,2.724728079,2.023996259
1240189,BMS-754807,0.507024442,0.968527058,1.479699846,1.358458212
906847,BMS-754807,3.618860994,0.663553299,1.225037854,0.753423751
906875,BMS-754807,1.46565943,1.357927238,1.891901838,1.11845187
910706,BMS-754807,0.522434634,0.843383025,1.439473293,0.763346055
910851,BMS-754807,-1.313475293,2.117190824,2.76625006,1.743197975
949161,BMS-754807,0.300213965,1.284482465,1.827401283,1.109060785
753554,BMS-754807,-0.268602494,1.725500205,2.23197777,1.521738506
909706,BMS-754807,2.070832348,1.781109109,2.305965652,1.320131579
753546,BMS-754807,-0.229822802,1.596862051,2.134618145,1.493212464
909749,BMS-754807,-0.999717763,1.581516007,2.011488404,1.416691059
908156,BMS-754807,0.113608568,0.415697358,0.915674423,0.158313829
906838,BMS-754807,3.538859976,0.912371164,1.540278475,0.683350966
1240181,BMS-754807,-3.551428564,1.913990951,2.470452452,1.701514093
910861,BMS-754807,3.348382662,0.853544091,1.446614174,0.616121138
907298,BMS-754807,0.206972373,1.681044774,2.188254762,1.293171218
906805,BMS-754807,-1.044174784,1.899132967,2.385959266,1.888345275
909250,BMS-754807,0.266584734,2.095950148,2.615428517,1.653240396
1240178,BMS-754807,-0.02430931,2.119116243,2.64202973,1.817957385
908449,BMS-754807,-1.568538529,1.8433375,2.358980064,1.758426948
907069,BMS-754807,0.363040529,2.133548484,2.678392058,1.634621011
1240184,BMS-754807,2.377742681,1.529950522,2.073406799,1.352852428
908483,BMS-754807,3.017168772,1.431446562,1.920297961,1.248083045
907285,BMS-754807,0.142556531,2.193578503,2.680328875,1.842749784
1290797,BMS-754807,0.998225655,1.933977711,2.505421957,1.536333312
908473,BMS-754807,2.874405686,1.841173811,2.387487929,1.4632653
909730,BMS-754807,-1.435115252,1.149057764,1.70368859,0.826679774
909736,BMS-754807,-3.141596589,1.968254022,2.505191891,1.733035018
906844,BMS-754807,-0.016384372,1.18343658,1.628697198,1.832228881
906696,BMS-754807,0.702464891,1.44050962,1.952398595,1.374529039
1240196,BMS-754807,0.31122599,2.002322718,2.577888299,1.603023471
1298365,BMS-754807,0.263145166,1.459818809,1.886732752,1.557913436
753540,BMS-754807,-0.996003088,2.139833706,2.619239513,1.77366221
905950,BMS-754807,0.855547918,1.956630567,2.499341844,1.40850228
688007,BMS-754807,0.448304989,2.048566181,2.516890168,1.657768093
749713,BMS-754807,0.647958771,2.266434232,2.797532961,1.54634805
1330950,BMS-754807,-3.226549098,0.775899255,1.318910064,0.868186305
905947,BMS-754807,0.043300459,1.679903558,2.131043013,1.592427476
910932,BMS-754807,2.511891217,1.766649748,2.302738688,1.312686203
906693,BMS-754807,-0.056423568,1.828573031,2.411792512,1.588010071
949174,BMS-754807,-0.859430083,1.42758133,2.00384293,1.254515626
1303912,BMS-754807,1.747289782,2.478201586,3.059407881,1.68837357
909974,BMS-754807,1.640111224,1.974949363,2.461784874,1.802971841
909708,BX-912,2.826521976,3.71676555,3.612350723,1.450777834
1298362,BX-912,2.939323236,3.742690518,3.660431372,1.849275904
1298222,BX-912,1.290590453,3.947741307,3.844283883,1.701324336
909758,BX-912,1.166271194,4.173196812,4.01116886,2.019163797
1290768,BX-912,2.159280927,3.710540412,3.558742305,1.854057371
909779,BX-912,2.60784652,4.277463814,4.061388242,2.512524421
906803,BX-912,3.517892196,3.778810007,3.645401342,1.561170932
753562,BX-912,3.738759996,3.916410113,3.799002441,1.473067045
909716,BX-912,2.188051413,3.051212961,3.055566918,1.422037349
753556,BX-912,-0.170557421,3.836088325,3.709339039,1.725307402
907055,BX-912,1.147958151,3.098146475,3.036920685,1.577123608
688011,BX-912,2.821509717,4.420819691,4.24064607,2.177764319
911905,BX-912,2.590937942,3.784491988,3.698195957,1.929074333
907172,BX-912,3.734493232,3.28756252,3.178725743,1.814298735
907072,BX-912,1.161891428,3.468312067,3.385899936,2.051987445
909252,BX-912,-0.157222266,2.349819635,2.252096586,0.81933371
753573,BX-912,2.671799929,4.271511482,4.086025273,1.885644398
688121,BX-912,3.384524801,3.551889608,3.435553168,1.58024335
910688,BX-912,0.82016481,3.854419353,3.653115202,1.101880503
1524419,BX-912,3.136897056,4.270302102,4.159369874,1.89731219
688026,BX-912,2.479099587,3.735188988,3.594392673,1.806425308
910691,BX-912,2.17226665,3.425381049,3.370241955,1.980253747
924102,BX-912,1.811810631,4.129572698,3.970519193,1.783542731
753623,BX-912,2.336394218,4.125537975,3.971647611,1.902591568
909735,BX-912,1.717284952,3.504920182,3.451573173,1.634584214
907060,BX-912,3.998600915,3.418739945,3.288037635,1.53788843
753564,BX-912,-0.490361348,4.191931868,3.997722271,2.080667921
907269,BX-912,2.42620978,3.437983425,3.244906667,1.125544557
1298355,BX-912,1.975190231,3.833165414,3.617278394,1.860537065
905954,BX-912,4.025972499,3.907615048,3.776828042,1.601280734
908463,BX-912,5.283538831,4.605237517,4.532622611,2.309955816
907320,BX-912,2.308198508,4.013692952,3.83235107,1.752466388
910569,BX-912,3.173497302,2.861750343,2.860177318,1.370254572
908443,BX-912,2.017823399,3.48331876,3.504010432,1.746675049
949163,BX-912,0.131288438,3.14952999,2.982755894,1.216570569
907322,BX-912,3.936223287,2.985514669,3.007821124,1.279025293
907071,BX-912,2.145371594,4.486350948,4.214780302,2.057067168
905986,BX-912,2.40125774,4.097509794,3.930942871,1.9380623
906999,BX-912,2.830123051,3.142748872,3.064649234,1.308100879
1240159,BX-912,3.433841804,3.421981155,3.329772046,1.666979566
1240198,BX-912,3.949810821,3.795906846,3.677696719,1.887241741
910944,BX-912,-3.608762613,2.220296099,2.05594354,0.438029654
1240199,BX-912,4.990181662,4.668778801,4.514771709,2.22694612
905975,BX-912,3.976315296,3.546256607,3.405418091,1.621237109
910937,BX-912,0.508583636,4.247736055,4.074931024,2.07465192
1290810,BX-912,4.72277995,3.902267677,3.749471046,1.99199786
907317,BX-912,3.689062262,3.506007332,3.390804371,1.455282294
1330982,BX-912,-1.053697613,2.894027641,2.725384722,0.703883808
910910,BX-912,5.079699987,4.442087829,4.295408206,2.196585373
1240131,BX-912,3.64167721,4.14591513,4.036240428,2.261980006
1240189,BX-912,1.316924827,2.903429583,2.892818899,1.600347992
906847,BX-912,1.684489634,2.754405825,2.609957049,1.004829106
906875,BX-912,4.765830692,3.314493282,3.217533558,1.350543861
910706,BX-912,-1.344619269,2.940227037,2.784421669,1.004204052
910851,BX-912,2.713809176,4.077956415,4.029466138,1.985871444
949161,BX-912,2.4185753,3.3288987,3.152941183,1.363860876
753554,BX-912,2.658407676,3.691561976,3.555489697,1.763120034
909706,BX-912,3.12821494,3.839659281,3.682420559,1.562818828
753546,BX-912,5.278236712,3.653339372,3.537001459,1.722763071
909749,BX-912,2.687271526,3.557908753,3.373634086,1.654702048
908156,BX-912,-4.294834381,2.614377869,2.43311668,0.409248295
906838,BX-912,2.892964946,3.010990264,2.884867948,0.924160155
1240181,BX-912,4.275733637,3.85784838,3.727687901,1.95107401
910861,BX-912,1.612431358,2.958789262,2.784520711,0.86858542
907298,BX-912,0.208352255,3.625551526,3.461524955,1.555828769
906805,BX-912,2.537146614,3.867375893,3.729664069,2.135883089
909250,BX-912,3.900160974,4.05509796,3.909522633,1.900970447
1240178,BX-912,2.130334778,4.072094037,3.934969292,2.067374954
909905,BX-912,1.532445053,4.045207932,3.841626803,1.896225212
908449,BX-912,3.036516551,3.815805643,3.639085121,2.005169186
907069,BX-912,2.941277297,4.089031603,3.937737794,1.866984728
1240184,BX-912,2.80304378,3.523658628,3.436783625,1.602367442
908483,BX-912,0.279133204,3.377184556,3.269030214,1.490894169
907285,BX-912,3.707649773,4.137613504,3.950406592,2.079382638
1290797,BX-912,3.336308268,3.895403336,3.783733454,1.78542617
908473,BX-912,4.117680717,3.803019823,3.689857387,1.704299446
1503367,BX-912,4.935311975,3.636897212,3.433522173,2.01700534
909730,BX-912,1.379816464,3.197203271,3.065877578,1.08733932
909736,BX-912,-0.097481572,3.938466802,3.792505036,1.98407361
906844,BX-912,1.36963963,3.131843568,3.058279365,2.085422122
906696,BX-912,3.561860407,3.434067984,3.337153408,1.628074699
1240196,BX-912,2.689146976,3.982972221,3.866468599,1.832387293
1298365,BX-912,4.119913573,3.431918935,3.2588099,1.792734872
753540,BX-912,2.782254095,4.08881382,3.922112777,2.013559463
905950,BX-912,3.065105295,3.910334324,3.810231743,1.637869247
688007,BX-912,1.729466207,3.980784262,3.797053588,1.908971435
749713,BX-912,1.680101296,4.199065725,4.073929159,1.797313491
1330950,BX-912,-2.057338619,2.806222206,2.832669697,1.12555905
905947,BX-912,2.592489141,3.658770408,3.491258363,1.814836931
946377,BX-912,1.606241256,3.845729127,3.655420772,1.63982176
910932,BX-912,4.699115066,3.835352488,3.689733929,1.554998435
906693,BX-912,3.048216354,3.791197351,3.671447901,1.829492803
949174,BX-912,1.468304956,3.354075254,3.337299318,1.489236841
1303912,BX-912,2.35247867,4.410719052,4.233398237,1.938317249
909974,BX-912,6.829313747,3.952629775,3.783519895,2.04407393
909708,Bexarotene,4.055745226,2.402702777,1.909008944,-0.70200414
1298362,Bexarotene,4.595969892,2.405083956,1.979048861,-0.304411644
1298222,Bexarotene,2.317234363,2.631224106,2.144414289,-0.420056855
909758,Bexarotene,2.313894897,2.835612308,2.333189535,-0.231284581
1290768,Bexarotene,4.399413005,2.459771098,1.888906586,-0.331368199
909779,Bexarotene,2.842434494,3.184589349,2.487774395,0.395245135
906803,Bexarotene,2.716831767,2.619481467,2.045255111,-0.617212085
753562,Bexarotene,2.897025365,2.570718629,2.099298065,-0.697262221
909716,Bexarotene,3.089265148,2.024578006,1.468364158,-0.656918154
753556,Bexarotene,4.688548887,2.514873248,2.010555785,-0.423168245
